id,session,age,age_cl,appearance_cl,bmi,schooling,asq_cl,provider_second,asian_cl,black_cl,hispanic_cl,othrace_cl,reg,hot,massage_cl,lnw,llength,unsafe,asian,black,hispanic,other,white,asq,cohab,married,divorced,separated,nevermarried,widowed
395.0,2.0,33.0,41.0,4.0,24.363579,14.0,1681.0,1.0,0.0,0.0,0.0,0.0,1.0,0.0,1.0,6.242779,3.5553482,1.0,0.0,0.0,0.0,0.0,1.0,1089.0,0.0,0.0,0.0,1.0,0.0,0.0
341.0,2.0,33.0,45.0,3.0,21.924706,12.0,2025.0,1.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,5.2983174,4.0943446,0.0,0.0,0.0,0.0,0.0,1.0,1089.0,0.0,0.0,1.0,0.0,0.0,0.0
349.0,3.0,38.0,32.0,8.0,27.121914,14.0,1024.0,1.0,0.0,0.0,0.0,0.0,1.0,0.0,1.0,5.1357985,4.0943446,1.0,0.0,0.0,0.0,0.0,1.0,1444.0,0.0,0.0,0.0,0.0,1.0,0.0
278.0,2.0,31.0,42.5,6.0,19.83741,16.0,1806.25,1.0,0.0,0.0,0.0,0.0,1.0,0.0,1.0,5.9914646,4.4998097,1.0,1.0,0.0,0.0,0.0,0.0,961.0,0.0,0.0,0.0,0.0,1.0,0.0
632.0,2.0,40.0,45.0,6.0,28.188906,16.0,2025.0,1.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,5.4161005,4.0943446,0.0,0.0,0.0,0.0,0.0,1.0,1600.0,0.0,1.0,0.0,0.0,0.0,0.0
334.0,1.0,45.0,50.0,3.0,19.13491,14.0,2500.0,1.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,5.2983174,4.0943446,0.0,0.0,0.0,0.0,0.0,1.0,2025.0,0.0,0.0,0.0,0.0,1.0,0.0
10.0,2.0,20.0,38.0,2.0,20.221186,16.0,1444.0,1.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,5.926926,4.787492,1.0,0.0,0.0,0.0,0.0,1.0,400.0,0.0,0.0,0.0,0.0,1.0,0.0
619.0,2.0,37.0,70.0,9.0,29.177246,12.0,4900.0,1.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,5.9914646,3.4011974,0.0,0.0,0.0,0.0,0.0,1.0,1369.0,0.0,1.0,0.0,0.0,0.0,0.0
342.0,4.0,54.0,87.0,1.0,19.13491,16.0,7569.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,5.7037826,4.4998097,1.0,0.0,0.0,0.0,1.0,0.0,2916.0,0.0,0.0,1.0,0.0,0.0,0.0
328.0,2.0,49.0,45.0,5.0,26.946045,16.0,2025.0,1.0,0.0,0.0,1.0,0.0,0.0,0.0,1.0,5.31812,3.912023,1.0,0.0,0.0,0.0,1.0,0.0,2401.0,0.0,0.0,1.0,0.0,0.0,0.0
326.0,3.0,46.0,36.0,6.0,,14.0,1296.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,5.2983174,3.8066626,0.0,0.0,0.0,0.0,0.0,1.0,2116.0,0.0,0.0,1.0,0.0,0.0,0.0
626.0,1.0,21.0,45.0,5.0,29.177246,12.0,2025.0,1.0,0.0,0.0,0.0,0.0,1.0,0.0,1.0,4.6051702,4.0943446,0.0,0.0,0.0,0.0,0.0,1.0,441.0,0.0,0.0,1.0,0.0,0.0,0.0
631.0,1.0,40.0,45.0,9.0,18.720844,16.0,2025.0,1.0,0.0,0.0,0.0,0.0,1.0,1.0,1.0,5.768321,5.0106354,0.0,0.0,0.0,0.0,0.0,1.0,1600.0,0.0,0.0,1.0,0.0,0.0,0.0
378.0,2.0,36.0,25.0,5.0,21.63077,14.0,625.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,5.886104,3.8066626,0.0,0.0,0.0,0.0,0.0,1.0,1296.0,0.0,1.0,0.0,0.0,0.0,0.0
614.0,2.0,24.0,60.0,5.0,21.453857,11.0,3600.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,5.7838254,4.0943446,1.0,0.0,0.0,0.0,0.0,1.0,576.0,0.0,0.0,0.0,1.0,0.0,0.0
354.0,1.0,39.0,43.0,7.0,25.537552,16.0,1849.0,1.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,5.2983174,4.0943446,1.0,0.0,0.0,0.0,0.0,1.0,1521.0,1.0,0.0,0.0,0.0,0.0,0.0
421.0,3.0,25.0,35.0,8.0,19.13491,16.0,1225.0,1.0,0.0,0.0,0.0,0.0,1.0,1.0,1.0,5.857933,4.787492,1.0,0.0,0.0,0.0,0.0,1.0,625.0,1.0,0.0,0.0,0.0,0.0,0.0
243.0,4.0,27.0,45.0,1.0,,11.0,2025.0,1.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,5.9914646,3.4011974,0.0,0.0,1.0,0.0,0.0,0.0,729.0,1.0,0.0,0.0,0.0,0.0,0.0
590.0,1.0,53.0,45.0,2.0,24.126627,14.0,2025.0,1.0,0.0,0.0,0.0,0.0,1.0,1.0,0.0,6.1092477,2.9957323,1.0,0.0,0.0,0.0,0.0,1.0,2809.0,0.0,1.0,0.0,0.0,0.0,0.0
351.0,2.0,29.0,52.0,7.0,19.57563,16.0,2704.0,1.0,0.0,0.0,0.0,0.0,1.0,0.0,1.0,4.4510193,6.733402,1.0,0.0,0.0,0.0,0.0,1.0,841.0,1.0,0.0,0.0,0.0,0.0,0.0
29.0,2.0,61.0,46.0,9.0,21.78719,14.0,2116.0,1.0,0.0,0.0,0.0,0.0,1.0,1.0,0.0,5.0106354,4.787492,1.0,0.0,0.0,0.0,0.0,1.0,3721.0,0.0,0.0,1.0,0.0,0.0,0.0
625.0,4.0,21.0,55.0,7.0,22.312012,14.0,3025.0,1.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,5.560682,4.0943446,1.0,0.0,0.0,0.0,0.0,1.0,441.0,0.0,0.0,0.0,0.0,1.0,0.0
319.0,1.0,62.0,55.0,5.0,22.462723,16.0,3025.0,1.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,5.7037826,4.0943446,1.0,0.0,0.0,0.0,0.0,1.0,3844.0,1.0,0.0,0.0,0.0,0.0,0.0
355.0,2.0,50.0,60.0,7.0,19.764273,16.0,3600.0,1.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,5.521461,4.0943446,1.0,0.0,0.0,0.0,0.0,1.0,2500.0,0.0,1.0,0.0,0.0,0.0,0.0
366.0,1.0,47.0,55.0,8.0,23.294674,14.0,3025.0,1.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,5.7037826,4.0943446,0.0,0.0,0.0,0.0,0.0,1.0,2209.0,0.0,0.0,1.0,0.0,0.0,0.0
342.0,2.0,54.0,55.0,5.0,19.13491,16.0,3025.0,1.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,,,1.0,0.0,0.0,0.0,1.0,0.0,2916.0,0.0,0.0,1.0,0.0,0.0,0.0
337.0,4.0,41.0,50.0,6.0,22.271349,16.0,2500.0,1.0,0.0,0.0,0.0,0.0,1.0,0.0,1.0,5.0106354,4.787492,0.0,0.0,0.0,0.0,0.0,1.0,1681.0,1.0,0.0,0.0,0.0,0.0,0.0
388.0,3.0,31.0,32.5,2.0,21.031477,16.0,1056.25,1.0,0.0,0.0,0.0,0.0,1.0,0.0,1.0,5.2983174,4.0943446,0.0,0.0,0.0,0.0,0.0,1.0,961.0,0.0,0.0,0.0,0.0,1.0,0.0
301.0,1.0,32.0,45.0,6.0,30.996473,16.0,2025.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,5.7037826,4.787492,0.0,0.0,0.0,0.0,1.0,0.0,1024.0,1.0,0.0,0.0,0.0,0.0,0.0
358.0,4.0,26.0,35.0,5.0,21.94589,14.0,1225.0,1.0,0.0,0.0,0.0,0.0,0.0,1.0,1.0,5.616771,4.787492,0.0,0.0,0.0,0.0,0.0,1.0,676.0,0.0,0.0,0.0,0.0,1.0,0.0
113.0,1.0,33.0,60.0,3.0,32.609863,14.0,3600.0,1.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,5.2983174,4.0943446,1.0,0.0,0.0,0.0,0.0,1.0,1089.0,1.0,0.0,0.0,0.0,0.0,0.0
358.0,3.0,26.0,55.0,4.0,21.94589,14.0,3025.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,5.452468,4.4998097,0.0,0.0,0.0,0.0,0.0,1.0,676.0,0.0,0.0,0.0,0.0,1.0,0.0
383.0,4.0,27.0,40.0,10.0,20.595703,16.0,1600.0,1.0,0.0,0.0,0.0,0.0,1.0,1.0,0.0,5.9914646,4.0943446,1.0,0.0,0.0,0.0,0.0,1.0,729.0,0.0,0.0,1.0,0.0,0.0,0.0
113.0,3.0,33.0,50.0,8.0,32.609863,14.0,2500.0,1.0,0.0,0.0,0.0,0.0,1.0,1.0,0.0,5.7037826,4.787492,1.0,0.0,0.0,0.0,0.0,1.0,1089.0,1.0,0.0,0.0,0.0,0.0,0.0
372.0,1.0,32.0,40.0,3.0,21.520409,16.0,1600.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,5.7037826,4.0943446,0.0,0.0,0.0,0.0,0.0,1.0,1024.0,0.0,0.0,0.0,0.0,1.0,0.0
371.0,4.0,50.0,35.0,8.0,22.987514,14.0,1225.0,1.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,5.8373137,3.5553482,1.0,0.0,0.0,0.0,0.0,1.0,2500.0,0.0,1.0,0.0,0.0,0.0,0.0
331.0,1.0,,,,19.202654,16.0,,2.0,,,,,1.0,0.0,0.0,6.3969297,6.173786,0.0,0.0,0.0,0.0,0.0,1.0,,0.0,0.0,0.0,0.0,1.0,0.0
357.0,2.0,45.0,48.0,9.0,19.523905,16.0,2304.0,1.0,0.0,1.0,0.0,0.0,1.0,0.0,0.0,5.5859995,4.4998097,0.0,0.0,0.0,0.0,0.0,1.0,2025.0,0.0,1.0,0.0,0.0,0.0,0.0
613.0,4.0,24.0,37.5,6.0,18.792604,16.0,1406.25,1.0,0.0,0.0,1.0,0.0,1.0,0.0,0.0,5.7037826,3.4011974,0.0,0.0,0.0,0.0,0.0,1.0,576.0,0.0,0.0,0.0,0.0,1.0,0.0
312.0,2.0,38.0,50.0,7.0,46.866665,16.0,2500.0,1.0,0.0,1.0,0.0,0.0,1.0,0.0,0.0,5.7037826,3.4011974,0.0,0.0,1.0,0.0,0.0,0.0,1444.0,0.0,0.0,0.0,0.0,1.0,0.0
347.0,4.0,43.0,19.0,3.0,25.10187,14.0,361.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,4.199705,4.4998097,1.0,0.0,0.0,0.0,0.0,1.0,1849.0,1.0,0.0,0.0,0.0,0.0,0.0
321.0,3.0,31.0,61.0,5.0,20.358654,16.0,3721.0,1.0,0.0,0.0,0.0,0.0,1.0,1.0,1.0,6.214608,5.480639,0.0,0.0,0.0,0.0,0.0,1.0,961.0,0.0,0.0,0.0,0.0,1.0,0.0
612.0,4.0,31.0,45.0,5.0,20.595703,16.0,2025.0,1.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,,,0.0,0.0,0.0,0.0,0.0,1.0,961.0,0.0,0.0,0.0,0.0,1.0,0.0
580.0,3.0,39.0,35.0,6.0,20.221186,16.0,1225.0,1.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,5.2983174,4.0943446,1.0,0.0,0.0,0.0,0.0,1.0,1521.0,1.0,0.0,0.0,0.0,0.0,0.0
339.0,4.0,28.0,22.0,10.0,19.483498,16.0,484.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,5.3936276,4.0943446,0.0,0.0,0.0,0.0,0.0,1.0,784.0,0.0,0.0,0.0,0.0,1.0,0.0
341.0,1.0,33.0,50.0,5.0,21.924706,12.0,2500.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,6.214608,3.4011974,0.0,0.0,0.0,0.0,0.0,1.0,1089.0,0.0,0.0,1.0,0.0,0.0,0.0
619.0,1.0,37.0,53.0,9.0,29.177246,12.0,2809.0,1.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,5.7037826,3.4011974,0.0,0.0,0.0,0.0,0.0,1.0,1369.0,0.0,1.0,0.0,0.0,0.0,0.0
113.0,2.0,33.0,30.0,7.0,32.609863,14.0,900.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,5.9914646,3.4011974,1.0,0.0,0.0,0.0,0.0,1.0,1089.0,1.0,0.0,0.0,0.0,0.0,0.0
583.0,4.0,23.0,50.0,4.0,21.924706,14.0,2500.0,1.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,5.9914646,4.0943446,1.0,0.0,0.0,0.0,0.0,1.0,529.0,0.0,0.0,0.0,1.0,0.0,0.0
370.0,3.0,55.0,30.0,4.0,22.140337,16.0,900.0,1.0,1.0,0.0,0.0,0.0,0.0,1.0,1.0,4.6051702,4.787492,1.0,0.0,0.0,0.0,0.0,1.0,3025.0,0.0,1.0,0.0,0.0,0.0,0.0
351.0,4.0,29.0,55.0,4.0,19.57563,16.0,3025.0,1.0,0.0,0.0,0.0,0.0,1.0,0.0,1.0,5.164786,4.787492,1.0,0.0,0.0,0.0,0.0,1.0,841.0,1.0,0.0,0.0,0.0,0.0,0.0
355.0,1.0,50.0,42.0,8.0,19.764273,16.0,1764.0,1.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,5.2983174,5.192957,1.0,0.0,0.0,0.0,0.0,1.0,2500.0,0.0,1.0,0.0,0.0,0.0,0.0
358.0,1.0,26.0,45.0,3.0,21.94589,14.0,2025.0,1.0,0.0,0.0,0.0,0.0,1.0,0.0,1.0,5.211306,4.4998097,0.0,0.0,0.0,0.0,0.0,1.0,676.0,0.0,0.0,0.0,0.0,1.0,0.0
221.0,3.0,43.0,49.0,4.0,22.860252,16.0,2401.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,5.857933,4.0943446,0.0,0.0,0.0,0.0,1.0,0.0,1849.0,1.0,0.0,0.0,0.0,0.0,0.0
343.0,4.0,36.0,45.0,8.0,20.546234,16.0,2025.0,1.0,0.0,0.0,0.0,1.0,1.0,1.0,1.0,5.3391395,6.5792513,1.0,0.0,0.0,0.0,0.0,1.0,1296.0,0.0,0.0,1.0,0.0,0.0,0.0
221.0,2.0,43.0,47.5,7.0,22.860252,16.0,2256.25,1.0,0.0,0.0,0.0,0.0,1.0,0.0,1.0,5.643158,4.4426513,1.0,0.0,0.0,0.0,1.0,0.0,1849.0,1.0,0.0,0.0,0.0,0.0,0.0
326.0,4.0,46.0,52.0,8.0,,14.0,2704.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,5.164786,4.0943446,0.0,0.0,0.0,0.0,0.0,1.0,2116.0,0.0,0.0,1.0,0.0,0.0,0.0
422.0,2.0,29.0,35.0,9.0,20.36911,14.0,1225.0,1.0,0.0,0.0,0.0,0.0,1.0,1.0,0.0,5.857933,4.0943446,1.0,0.0,0.0,0.0,0.0,1.0,841.0,1.0,0.0,0.0,0.0,0.0,0.0
514.0,1.0,46.0,47.5,6.0,23.025951,14.0,2256.25,1.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,5.9224715,3.8066626,0.0,0.0,0.0,0.0,0.0,1.0,2116.0,0.0,0.0,1.0,0.0,0.0,0.0
285.0,3.0,33.0,45.0,6.0,22.044767,16.0,2025.0,1.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,6.214608,5.480639,1.0,0.0,0.0,0.0,0.0,1.0,1089.0,0.0,1.0,0.0,0.0,0.0,0.0
631.0,3.0,40.0,40.0,7.0,18.720844,16.0,1600.0,1.0,0.0,0.0,0.0,0.0,1.0,1.0,1.0,5.857933,4.0943446,0.0,0.0,0.0,0.0,0.0,1.0,1600.0,0.0,0.0,1.0,0.0,0.0,0.0
281.0,3.0,41.0,50.0,9.0,24.207989,14.0,2500.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,5.9914646,4.787492,1.0,0.0,0.0,0.0,0.0,1.0,1681.0,1.0,0.0,0.0,0.0,0.0,0.0
620.0,4.0,28.0,41.0,6.0,23.408949,16.0,1681.0,1.0,0.0,1.0,0.0,0.0,1.0,0.0,1.0,5.4161005,4.0943446,0.0,0.0,0.0,0.0,1.0,0.0,784.0,0.0,0.0,0.0,0.0,1.0,0.0
247.0,4.0,43.0,30.0,6.0,21.924706,14.0,900.0,1.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,5.2983174,3.4011974,0.0,0.0,0.0,0.0,0.0,1.0,1849.0,,,,,,
634.0,1.0,18.0,50.0,6.0,21.453857,14.0,2500.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,5.2983174,4.0943446,1.0,1.0,0.0,0.0,0.0,0.0,324.0,0.0,0.0,0.0,0.0,1.0,0.0
284.0,1.0,32.0,50.0,8.0,22.887,16.0,2500.0,2.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,5.9914646,5.192957,1.0,0.0,0.0,0.0,1.0,0.0,1024.0,0.0,0.0,0.0,0.0,1.0,0.0
382.0,3.0,33.0,34.0,5.0,29.261187,16.0,1156.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,5.521461,3.4011974,1.0,0.0,0.0,0.0,0.0,1.0,1089.0,0.0,0.0,0.0,0.0,1.0,0.0
514.0,2.0,46.0,46.0,7.0,23.025951,14.0,2116.0,1.0,1.0,0.0,0.0,0.0,0.0,1.0,0.0,5.521461,4.787492,0.0,0.0,0.0,0.0,0.0,1.0,2116.0,0.0,0.0,1.0,0.0,0.0,0.0
334.0,2.0,45.0,45.0,6.0,19.13491,14.0,2025.0,1.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,5.9914646,3.8066626,0.0,0.0,0.0,0.0,0.0,1.0,2025.0,0.0,0.0,0.0,0.0,1.0,0.0
381.0,4.0,52.0,44.0,6.0,23.625288,14.0,1936.0,1.0,0.0,0.0,0.0,0.0,1.0,0.0,1.0,5.9914646,4.0943446,1.0,0.0,0.0,0.0,0.0,1.0,2704.0,0.0,0.0,1.0,0.0,0.0,0.0
309.0,1.0,46.0,37.5,8.0,20.595703,14.0,1406.25,1.0,0.0,0.0,0.0,0.0,1.0,1.0,0.0,5.8373137,3.5553482,1.0,0.0,0.0,0.0,0.0,1.0,2116.0,0.0,0.0,1.0,0.0,0.0,0.0
312.0,1.0,38.0,65.0,4.0,46.866665,16.0,4225.0,1.0,0.0,0.0,0.0,0.0,1.0,0.0,1.0,5.7037826,3.4011974,0.0,0.0,1.0,0.0,0.0,0.0,1444.0,0.0,0.0,0.0,0.0,1.0,0.0
280.0,3.0,37.0,37.5,7.0,23.625288,14.0,1406.25,1.0,0.0,0.0,1.0,0.0,0.0,1.0,0.0,6.145615,4.4998097,1.0,0.0,0.0,0.0,0.0,1.0,1369.0,0.0,0.0,0.0,0.0,1.0,0.0
376.0,2.0,37.0,60.0,3.0,21.924706,16.0,3600.0,1.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,5.2983174,4.787492,1.0,0.0,0.0,0.0,0.0,1.0,1369.0,0.0,0.0,1.0,0.0,0.0,0.0
