state,sid,year,l_homicide,homicide,l_larceny,l_motor,population,popwt,post,cdl,effyear,treatment_date,northeast,midwest,south,west,l_police,unemployrt,poverty,l_income,l_prisoner,l_lagprisoner,blackm_15_24,whitem_15_24,blackm_25_44,whitem_25_44,l_exp_subsidy,l_exp_pubwelfare
California,5,2001,1.8794022,6.5495877,7.6360664,6.4072084,33681509,35311970.0,0.0,0.0,,,0,0,0,1,5.751651,5.4,13.117108262578139,10.971726,6.159914,6.2008476,0.508365,2.826239,1.044962,7.1979556,3.8103378,7.2165027
California,5,2002,1.9436159,6.9839587,7.6434827,6.4745483,34292871,35311970.0,0.0,0.0,,,0,0,0,1,5.8049126,6.7,13.549932870887362,10.959401,6.153877,6.159914,0.5075603,2.8089104,1.0138813,6.8891315,4.147575,7.325587
California,5,2003,1.9382337,6.9464707,7.6549306,6.5460014,34650690,35311970.0,0.0,0.0,,,0,0,0,1,5.7979703,6.9,13.956737946632519,10.9758415,6.162684,6.153877,0.50739825,2.7859185,0.98924726,6.6326675,4.143163,7.4132695
California,5,2004,1.9203752,6.8235188,7.6394897,6.5800686,35055227,35311970.0,0.0,0.0,,,0,0,0,1,5.771945,6.2,13.355055438665394,10.947574,6.163577,6.162684,0.5119037,2.7795029,0.969844,6.4015646,4.2497334,7.3423448
California,5,2005,1.9593788,7.0949187,7.5821495,6.5930758,35278768,35311970.0,0.0,0.0,,,0,0,0,1,5.7519774,5.4,13.234747880084702,10.964779,6.181656,6.163577,0.52120584,2.7950153,0.9514703,6.180709,4.34572,7.4175344
California,5,2006,1.9213043,6.829861,7.512891,6.502445,36457549,35311970.0,0.0,0.0,,,0,0,0,1,5.7618527,4.9,12.855241585220115,10.999112,6.176729,6.181656,0.51091474,2.6979296,0.9121677,5.832935,4.370645,7.3619747
California,5,2007,1.8296967,6.2319956,7.4945726,6.40516,36264467,35311970.0,0.0,0.0,,,0,0,0,1,5.809924,5.4,12.258258200789218,10.978626,6.1750064,6.176729,0.51793396,2.7152584,0.90894485,5.7236466,3.9414518,7.3980727
California,5,2008,1.7718333,5.881626,7.4878545,6.27034,36418499,35311970.0,0.0,0.0,,,0,0,0,1,5.826383,7.2,13.12849549345787,10.963619,6.16725,6.1750064,0.51740736,2.68379,0.8992271,5.604284,3.9757442,7.4228926
California,5,2009,1.6921659,5.431231,7.4353933,6.111965,36308527,35311970.0,0.0,0.0,,,0,0,0,1,5.8161464,11.6,14.13618349210366,10.951876,6.1563883,6.16725,0.5203516,2.6675663,0.8976321,5.547256,4.052448,7.4842234
California,5,2010,1.5877932,4.8929396,7.392878,6.022341,36971641,35311970.0,0.0,0.0,,,0,0,0,1,5.773167,12.4,14.18773378,10.905204,6.1013403,6.1563883,0.53340614,4.0739574,0.8551852,7.89216,4.4024844,7.4541197
Colorado,6,2000,1.1605736,3.1917636,7.8964868,6.0014057,4198306,4600371.5,0.0,0.0,,,0,0,0,1,5.775768,2.7,9.166316128457526,11.019891,5.99383,5.9566884,0.31917635,5.1907125,0.7427281,12.638526,3.4659634,6.782578
Colorado,6,2001,1.2979765,3.6618795,7.9418983,6.1873736,4314724,4600371.5,0.0,0.0,,,0,0,0,1,5.8625884,3.8,8.846869463724678,11.015904,6.002362,5.99383,0.32616222,5.240312,0.7352962,12.276127,3.5065668,6.851554
Colorado,6,2002,1.402365,4.0648017,7.952591,6.266154,4403659,4600371.5,0.0,0.0,,,0,0,0,1,5.8628645,5.7,9.692439855129564,10.977295,6.058345,6.002362,0.32968038,5.240937,0.7230124,11.855482,3.7093756,6.75921
Colorado,6,2003,1.4253404,4.1592736,7.9370136,6.240202,4447892,4600371.5,0.0,0.0,,,0,0,0,1,5.85009,6.2,10.154428210037473,10.988728,6.0918856,6.058345,0.3282229,5.21456,0.69534063,11.415183,3.8182073,6.821399
Colorado,6,2004,1.4969511,4.4680457,7.9160867,6.279622,4498611,4600371.5,0.0,0.0,,,0,0,0,1,5.838752,5.6,10.376625140515594,10.980825,6.1116776,6.0918856,0.34177217,5.2165656,0.71077496,11.174227,3.7226431,6.811012
Colorado,6,2005,1.332892,3.7919936,7.9362717,6.349329,4562244,4600371.5,0.0,0.0,,,0,0,0,1,5.8248997,5.1,10.910486155497164,10.939231,6.15336,6.1116776,0.3420466,5.1767287,0.68198895,10.82647,3.7411847,6.805729
Colorado,6,2006,1.2802231,3.5974424,7.751511,6.074805,4753377,4600371.5,0.0,0.0,,,0,0,0,1,5.847916,4.3,11.346291278810833,11.005926,6.1589856,6.15336,0.34211466,5.026784,0.6705969,10.396587,3.8428178,6.827836
Colorado,6,2007,1.1790891,3.251411,7.6505976,5.853484,4767161,4600371.5,0.0,0.0,,,0,0,0,1,5.8621755,3.8,11.506219320052333,11.071206,6.1719766,6.1589856,0.34674725,5.0184584,0.6732309,10.395013,3.836674,6.8482747
Colorado,6,2008,1.1694129,3.2201014,7.627148,5.6238346,4844568,4600371.5,0.0,0.0,,,0,0,0,1,5.8521967,5.1,11.163946919518933,11.030266,6.174649,6.1719766,0.34942228,4.9597816,0.6808244,10.31446,3.899179,6.8592544
Colorado,6,2009,1.1887412,3.2829459,7.5823,5.5517197,4843211,4600371.5,0.0,0.0,,,0,0,0,1,5.886072,7.5,12.774087273918067,10.948224,6.1541333,6.174649,0.35928643,4.9574757,0.7003205,10.394261,4.0342264,6.9104204
Colorado,6,2010,0.88141984,2.4143252,7.582479,5.421785,4970333,4600371.5,0.0,0.0,,,0,0,0,1,5.8390646,8.1,12.25443044,11.009439,6.1291018,6.1541333,0.35100263,5.5242176,0.67178595,11.724405,4.0793853,6.9293613
Connecticut,7,2000,1.0891795,2.971835,7.638772,5.9845033,3297626,3424474.2,0.0,0.0,,,1,0,0,0,5.6879005,2.3,7.3819165666452164,11.059157,6.3218694,6.341964,0.73568076,4.3054004,1.3634657,11.711607,5.236527,7.1247644
Connecticut,7,2001,1.152275,3.165386,7.592112,5.9219904,3317131,3424474.2,0.0,0.0,,,1,0,0,0,5.691,3.1,7.226757098227354,11.092839,6.3607717,6.3218694,0.75972277,4.389667,1.3583727,11.346974,5.3042245,7.1690555
Connecticut,7,2002,0.9191684,2.5072045,7.566409,5.8453865,3350345,3424474.2,0.0,0.0,,,1,0,0,0,5.6724505,4.4,7.9799841508859535,11.077563,6.4272065,6.3607717,0.7738308,4.479419,1.3517414,10.9357395,5.0730424,7.1718163
Connecticut,7,2003,1.2006328,3.3222187,7.572977,5.8208675,3371241,3424474.2,0.0,0.0,,,1,0,0,0,5.6516523,5.5,8.099420955072627,11.084601,6.3778915,6.4272065,0.79036176,4.5726485,1.3481979,10.553087,4.9791317,7.1934614
Connecticut,7,2004,1.0819076,2.9503024,7.585747,5.8015666,3389483,3424474.2,0.0,0.0,,,1,0,0,0,5.6567216,4.9,9.282212065969944,11.060385,6.3547535,6.3778915,0.8027478,4.687529,1.3385522,10.172524,5.0049376,7.3159833
Connecticut,7,2005,1.1291449,3.0930104,7.5483017,5.7446423,3394751,3424474.2,0.0,0.0,,,1,0,0,0,5.6476154,4.8,8.318106394253952,11.058417,6.3503757,6.3547535,0.82447875,4.8074512,1.3412765,9.834359,4.8687024,7.3345656
Connecticut,7,2006,1.3632598,3.9089148,7.5174203,5.6787996,3504809,3424474.2,0.0,0.0,,,1,0,0,0,5.6234694,4.3,8.019809353377031,11.119631,6.3746734,6.3503757,0.8209577,4.744766,1.3094865,9.221045,4.765973,7.346919
Connecticut,7,2007,1.173512,3.233328,7.46372,5.6515527,3494851,3424474.2,0.0,0.0,,,1,0,0,0,5.6436834,4.6,7.698325336330504,11.119112,6.3947763,6.3746734,0.8307364,4.7535934,1.3174238,8.978409,4.760146,7.3432674
Connecticut,7,2008,1.3294542,3.77898,7.5009017,5.539447,3493006,3424474.2,0.0,0.0,,,1,0,0,0,5.7206244,5.8,8.831333241339982,11.089806,6.3826556,6.3947763,0.8451746,4.781927,1.3355832,8.801531,4.895864,7.396189
Connecticut,7,2009,1.1096674,3.0333493,7.448195,5.363673,3494487,3424474.2,0.0,0.0,,,1,0,0,0,5.710678,8.2,9.10027709360487,11.096228,6.335414,6.3826556,0.85291487,4.788085,1.3410839,8.60006,4.9442244,7.480118
Connecticut,7,2010,1.2947714,3.6501617,7.3693566,5.238144,3561486,3424474.2,0.0,0.0,,,1,0,0,0,5.684079,9.0,9.444653159,11.104235,6.296185,6.335414,0.89336306,4.940045,1.3580005,9.088902,4.965542,7.4342494
Delaware,8,2000,1.1920218,3.2937338,7.9424214,6.028621,759017,822992.0,0.0,0.0,,,0,0,1,0,5.970809,3.3,8.876481027434169,11.063006,6.8154616,6.8316245,1.5692666,4.686193,2.9050732,10.923076,4.7262397,6.818771
Delaware,8,2001,1.092224,2.9808962,7.833668,5.886576,771580,822992.0,0.0,0.0,,,0,0,1,0,5.951025,3.5,8.611550325306514,11.020055,6.810824,6.8154616,1.602815,4.693227,2.876565,10.502087,4.6966653,6.8777075
Delaware,8,2002,1.2011294,3.3238688,7.7715273,5.968222,782221,822992.0,0.0,0.0,,,0,0,1,0,5.982513,4.0,9.527486477606713,11.004995,6.76447,6.810824,1.6303576,4.667095,2.8503454,10.16861,4.8132563,6.993193
Delaware,8,2003,0.9745077,2.6498623,7.778647,5.9175096,792494,822992.0,0.0,0.0,,,0,0,1,0,5.9629946,4.2,9.263792533445049,10.97011,6.7537804,6.76447,1.660328,4.626155,2.8363621,9.897489,4.7050147,7.019892
Delaware,8,2004,1.2460096,3.4764428,7.780888,5.655339,805421,822992.0,0.0,0.0,,,0,0,1,0,5.9831476,4.0,9.913324832603074,10.923453,6.756987,6.7537804,1.672169,4.581331,2.8252306,9.627636,4.816967,7.2894435
Delaware,8,2005,1.5085084,4.519984,7.7004285,5.6593356,818587,822992.0,0.0,0.0,,,0,0,1,0,5.96317,4.0,10.297133963769275,10.954694,6.746387,6.756987,1.7015907,4.516319,2.8306093,9.335721,4.822614,7.3352942
Delaware,8,2006,1.5935224,4.9210525,7.7807593,5.8227863,853476,822992.0,0.0,0.0,,,0,0,1,0,5.8901596,3.6,10.398534932440983,10.945635,6.738522,6.746387,1.6832342,4.3724723,2.7834408,8.806692,4.809422,7.3722396
Delaware,8,2007,1.520337,4.573766,7.7982326,5.6257315,852689,822992.0,0.0,0.0,,,0,0,1,0,5.903965,3.4,10.162321784378594,10.95787,6.7491117,6.738522,1.7274762,4.4235353,2.8152115,8.65509,4.92331,7.3987317
Delaware,8,2008,1.8891935,6.6140327,7.8469834,5.6927323,861804,822992.0,0.0,0.0,,,0,0,1,0,5.9041533,4.6,10.208469675239382,10.846284,6.710465,6.7491117,1.7358935,4.3579516,2.8353314,8.473041,4.955974,7.441735
Delaware,8,2009,1.5573639,4.746293,7.7882295,5.396554,863832,822992.0,0.0,0.0,,,0,0,1,0,5.891621,8.1,11.160619194473,10.877557,6.6675873,6.710465,1.7311237,4.312644,2.8392096,8.335301,5.021994,7.4862185
Delaware,8,2010,1.6831394,5.382427,7.78863,5.3766956,891791,822992.0,0.0,0.0,,,0,0,1,0,5.8734255,8.7,10.97880557,10.919968,6.60646,6.6675873,1.8044586,4.5496087,2.7046695,8.214369,5.1180334,7.526988
Florida,10,2000,1.7562876,5.7908993,8.1088705,6.3489885,15593433,17281274.0,0.0,0.0,2005.0,2005.0,0,0,1,0,6.0246444,3.8,12.03967721540215,10.803568,6.125483,6.132438,1.2267472,2.1707792,2.3019562,5.250255,4.1950307,6.612029
Florida,10,2001,1.697463,5.460078,8.079307,6.331025,16007098,17281274.0,0.0,0.0,2005.0,2005.0,0,0,1,0,5.9749074,4.7,12.794836390706173,10.711168,6.1143994,6.125483,1.2422926,2.1736107,2.2778394,5.0928783,4.669939,6.731031
Florida,10,2002,1.7196488,5.5825677,8.050166,6.2960443,16318656,17281274.0,0.0,0.0,2005.0,2005.0,0,0,1,0,6.0579505,5.7,13.098106853897773,10.738221,6.1331453,6.1143994,1.2488528,2.1669493,2.2519133,4.9418344,4.4219365,6.7825823
Florida,10,2003,1.7156318,5.5601873,8.020202,6.1960506,16618145,17281274.0,0.0,0.0,2005.0,2005.0,0,0,1,0,6.0251226,5.3,13.354420725056858,10.740757,6.2015405,6.1331453,1.2507473,2.132007,2.2262592,4.7770195,4.4181533,6.8623333
Florida,10,2004,1.7170218,5.567921,7.9514823,6.1334014,16990183,17281274.0,0.0,0.0,2005.0,2005.0,0,0,1,0,6.0506716,4.7,12.212917306423362,10.753404,6.2214365,6.2015405,1.278868,2.1538026,2.2176394,4.656524,4.728749,6.953999
Florida,10,2005,1.6252755,5.0798182,7.908615,6.0712256,17382511,17281274.0,0.0,0.24657534,2005.0,2005.0,0,0,1,0,6.0144396,3.9,12.77622663377,10.779227,6.2469344,6.2214365,1.2751898,2.1155517,2.1911218,4.487119,4.838201,6.975622
Florida,10,2006,1.8311493,6.2410555,7.8705473,6.0465064,18089889,17281274.0,1.0,1.0,2005.0,2005.0,0,0,1,0,6.014571,3.3,12.341336091116977,10.807584,6.242083,6.2469344,1.2796043,2.058708,2.175591,4.3101482,4.646411,6.9276214
Florida,10,2007,1.8979564,6.6722445,7.909953,6.0130763,18014927,17281274.0,1.0,1.0,2005.0,2005.0,0,0,1,0,6.0256004,4.0,12.02952973387014,10.78218,6.3011694,6.242083,1.3155202,2.0706384,2.2287796,4.2815437,4.702668,6.9199705
Florida,10,2008,1.8608692,6.4293222,7.9330616,5.856028,18182321,17281274.0,1.0,1.0,2005.0,2005.0,0,0,1,0,6.0070543,6.0,13.063376232330295,10.723796,6.33349,6.3011694,1.3327286,2.0683112,2.254899,4.218114,4.724836,6.913868
Florida,10,2009,1.7193747,5.581037,7.8760266,5.619707,18222420,17281274.0,1.0,1.0,2005.0,2005.0,0,0,1,0,5.9824424,10.5,14.886562816574308,10.74471,6.346091,6.33349,1.3515658,2.0840042,2.2741656,4.165682,4.7181473,6.9428453
Florida,10,2010,1.66493,5.285303,7.8058753,5.4027925,18674425,17281274.0,1.0,1.0,2005.0,2005.0,0,0,1,0,5.9600835,11.9,14.66394815,10.697453,6.325344,6.346091,1.2911884,2.0388312,2.096268,4.185735,4.642952,7.019406
Georgia,11,2000,2.1024218,8.18597,8.014138,6.1875587,7952631,8871351.0,0.0,0.0,2006.0,2006.0,0,0,1,0,5.912764,3.5,12.654038644569326,10.879009,6.321116,6.2923894,0.0351959,0.25879484,0.07480543,0.64100796,4.8034368,6.7694807
Georgia,11,2001,1.9929868,7.337416,7.9814534,6.1338625,8150008,8871351.0,0.0,0.0,2006.0,2006.0,0,0,1,0,5.9093146,4.0,12.987876821716004,10.867311,6.334422,6.321116,0.042441677,0.2782206,0.08042937,0.62476015,4.853871,6.865631
Georgia,11,2002,1.9848815,7.2781854,7.9436007,6.12429,8326251,8871351.0,0.0,0.0,2006.0,2006.0,0,0,1,0,5.768584,4.8,13.297809542373873,10.859768,6.345328,6.334422,0.045458633,0.28455785,0.083615065,0.61131954,4.7776623,7.0380735
Georgia,11,2003,2.0523295,7.786018,7.9825826,6.242676,8438203,8871351.0,0.0,0.0,2006.0,2006.0,0,0,1,0,5.90458,4.8,13.694195316230246,10.825959,6.3269644,6.345328,0.045187347,0.2830342,0.079305984,0.591133,4.8437138,7.03167
Georgia,11,2004,1.9661723,7.1432824,7.9747252,6.2451468,8581489,8871351.0,0.0,0.0,2006.0,2006.0,0,0,1,0,5.8332186,4.7,14.189682000408087,10.764414,6.3894253,6.3269644,0.043733668,0.28837654,0.07454418,0.57843107,4.7822013,7.1094246
